#KIC,period,bjd0,pdepth,sdepth,pwidth,swidth,sep
12019674,0.3545042,54953.796585,0.24,0.2175,0.1147,0.1281,0.5021
5878836,0.3548794,55002.150031,0.0719,0.0613,0.1403,0.1533,0.5101
8143757,0.3565228,54964.839296,0.3745,0.3665,0.1731,0.167,0.501
9283826,0.3565238,54953.798119,0.3753,0.3467,0.2034,0.1855,0.5007
7521682,0.356612,54999.961858,0.2341,0.2225,0.1347,0.1253,0.5016
10711938,0.3576039,54953.875654,0.0803,0.0733,0.2763,0.2314,0.5073
7176440,0.3582708,54964.566395,0.0577,0.0571,0.2789,0.2311,0.508
9532591,0.3583755,54964.788516,0.1497,0.136,0.2177,0.2137,0.499
6633929,0.3589077,54950.066672,0.1077,0.1081,0.1744,0.1642,0.5014
11036692,0.3589468,55002.036666,0.0838,0.0887,0.2527,0.2203,0.5048
9085955,0.3592478,55002.043321,0.0293,0.0296,0.2543,0.2415,0.4768
7117153,0.3595289,55003.165289,0.1369,0.1165,0.1287,0.1462,0.5033
10155563,0.3602672,54953.876698,0.0335,0.0293,0.2628,0.237,0.507
4991959,0.3609387,54964.757061,0.4255,0.4004,0.1444,0.1012,0.5014
5611763,0.361605,55000.103112,0.0497,0.0497,0.2566,0.2379,0.4941
12305537,0.361815,54953.653484,0.135,0.1199,0.1162,0.1158,0.5054
9451598,0.3623487,54964.808713,0.0714,0.061,0.257,0.2391,0.5081
4066203,0.3625492,55000.041821,0.0527,0.0448,0.2347,0.2643,0.5094
3437800,0.3626791,54964.746426,0.0717,0.0721,0.2381,0.2641,0.502
5015926,0.3626874,54953.962477,0.111,0.106,0.1417,0.1136,0.4996
9956124,0.3627253,54964.886463,0.0195,0.0156,0.2549,0.2381,0.5058
9947924,0.3628059,54953.730592,0.2908,0.263,0.1387,0.1227,0.5006
9290838,0.3630317,54964.747874,0.152,0.1401,0.2509,0.2189,0.5329
6281103,0.3632807,54964.870623,0.0911,0.0863,0.2701,0.2334,0.5092
9450883,0.3636562,55001.995079,0.1224,0.1119,0.228,0.2717,0.5117
7700181,0.3636985,54964.820489,0.0426,0.0362,0.2576,0.2295,0.5075
6118779,0.3642464,54964.62105,0.2995,0.2753,0.1927,0.1487,0.4998
10395609,0.364254,54964.760545,0.2916,0.2595,0.2245,0.1472,0.5042
8934111,0.3645183,54964.592316,0.1588,0.1387,0.2367,0.21,0.5191
8878719,0.3646346,54964.675651,0.0248,0.0228,0.2747,0.2309,0.5028
6223646,0.3649341,54953.711109,0.2697,0.2149,0.1474,0.2023,0.5165
10737574,0.3656208,55000.163394,0.2015,0.1942,0.1805,0.1794,0.5091
12404615,0.3662908,55001.927612,0.4211,0.4121,0.1365,0.1347,0.4999
7119876,0.3663645,54964.657436,0.2101,0.2004,0.1545,0.1661,0.5005
10799558,0.3664795,54964.646317,0.1205,0.0954,0.243,0.2518,0.4988
6034812,0.3673068,54953.667262,0.0347,0.0296,0.2567,0.2365,0.5159
11012801,0.3673112,54964.730294,0.1358,0.1449,0.261,0.2077,0.5053
8587792,0.3681687,54953.660533,0.3443,0.3214,0.1139,0.1218,0.5008
5353653,0.3685569,55000.059694,0.0284,0.0229,0.2608,0.2397,0.5033
3936357,0.3691536,54953.852697,0.4242,0.417,0.1127,0.1177,0.5012
7118621,0.3705528,54964.861971,0.4612,0.4163,0.1201,0.0964,0.4969
8694926,0.3714863,55000.015425,0.1597,0.1479,0.1252,0.13,0.5035
9649493,0.3715687,54953.79705,0.1914,0.2062,0.1829,0.1684,0.5036
7368451,0.3733774,54953.941515,0.0134,0.0102,0.2549,0.2439,0.5033
8059303,0.3734259,54953.882602,0.0122,0.0116,0.1902,0.1626,0.5008
9533508,0.3735371,55002.057477,0.0149,0.0097,0.2669,0.2366,0.5029
2159783,0.3738842,54964.975549,0.3265,0.3104,0.2041,0.2112,0.4992
7878402,0.3743508,54964.735173,0.5405,0.4575,0.1623,0.1287,0.5013
9957411,0.3746901,54964.705294,0.179,0.167,0.1652,0.1711,0.5009
11717798,0.3747149,54964.948203,0.3434,0.3233,0.1397,0.1532,0.4997
10253375,0.3753248,54999.928207,0.1677,0.1514,0.1843,0.2014,0.5066
10924462,0.3753715,54953.9228,0.344,0.2098,0.1537,0.1401,0.5021
10854621,0.3759388,54964.622869,0.3548,0.3414,0.1271,0.144,0.5037
6436038,0.3763072,55002.127347,0.1132,0.1071,0.2272,0.2649,0.4949
2831097,0.3770368,55000.117062,0.1529,-1,0.2126,-1,1
5296877,0.3772645,54953.816369,0.1173,0.1112,0.2139,0.261,0.5036
5425950,0.3781682,54964.615475,0.449,0.3332,0.1797,0.195,0.5011
4999260,0.3783682,54953.743079,0.0235,0.0219,0.0883,0.0952,0.5008
4669592,0.3784276,54964.986279,0.1674,0.1691,0.1676,0.1576,0.5005
2305277,0.3787718,54964.986693,0.0531,0.0522,0.2646,0.2392,0.5019
3756730,0.3791639,54964.961909,0.036,0.0332,0.2692,0.2344,0.5233
5033682,0.3799156,54953.73167,0.1058,0.0865,0.2674,0.2432,0.4836
4672934,0.3827468,54964.705336,0.0818,0.0769,0.2478,0.2332,0.5074
11559864,0.3833011,54964.682124,0.1299,0.1202,0.2432,0.2177,0.5062
5790912,0.3833172,54964.715689,0.2151,0.1987,0.1212,0.1193,0.5037
9020289,0.3840279,54964.859201,0.1031,0.0991,0.1958,0.2253,0.5011
10280990,0.3844574,54964.918637,0.0184,0.0139,0.2532,0.244,0.5056
7259917,0.3846789,54953.806646,0.3977,0.2035,0.1694,0.1685,0.5076
11091082,0.3850824,54964.777423,0.2772,0.2738,0.143,0.1431,0.5033
9071104,0.3852134,54964.762894,0.2361,0.2102,0.1445,0.1583,0.5074
4859432,0.38548,54949.994605,0.3467,0.3223,0.1122,0.1102,0.5022
6424124,0.385528,54964.891371,0.1849,0.1824,0.1742,0.1853,0.4987
7936219,0.3855983,54964.800549,0.1053,0.1167,0.2481,0.2164,0.509
12055421,0.385606,54953.820969,0.0796,0.0769,0.2568,0.2345,0.5075
11460346,0.3856483,54964.714942,0.0264,0.0232,0.2507,0.2462,0.5096
11875706,0.3857206,54964.788241,0.0383,0.0357,0.2295,0.2656,0.5015
2012362,0.3863229,54964.744705,0.0246,0.0213,0.2571,0.2314,0.5037
9151972,0.3867961,54964.648083,0.1762,0.1588,0.2273,0.1502,0.5025
5357882,0.3874025,55000.089402,0.0659,0.0646,0.2564,0.2331,0.5005
4843222,0.3874053,54964.901521,0.1429,0.1381,0.2452,0.2079,0.5065
9481674,0.3888597,54964.799881,0.2283,0.1736,0.1565,0.1261,0.503
8053107,0.3888709,54964.719712,0.2836,0.278,0.1351,0.1408,0.5012
4904304,0.389474,54964.743865,0.1822,0.1681,0.184,0.2102,0.5039
2444187,0.3901594,54964.814979,0.3987,0.3862,0.1093,0.1072,0.5008
11042923,0.3901623,54964.774282,0.2822,0.283,0.1088,0.1113,0.5017
7542091,0.3904993,54953.873119,0.2346,0.2233,0.1449,0.1523,0.5071
10275197,0.3908347,54953.707304,0.2099,0.2034,0.1453,0.1285,0.5011
10032392,0.3911568,54964.918911,0.0221,0.021,0.2497,0.2296,0.4994
8097553,0.3912358,54999.906547,0.5036,0.4347,0.1675,0.1368,0.5008
10135584,0.3912945,54964.964829,0.167,0.1728,0.2263,0.2033,0.5008
8696274,0.3914865,54964.693053,0.1163,0.1093,0.2142,0.254,0.5039
5770431,0.3924365,54953.923385,0.1289,0.1174,0.1774,0.2065,0.503
7879399,0.392697,55075.819465,0.2705,0.2392,0.1407,0.0901,0.5002
9833806,0.3931764,54964.729734,0.0163,0.013,0.1435,0.1424,0.5031
5353374,0.3933205,54964.660948,0.3962,0.3715,0.1229,0.1274,0.5028
3342425,0.3934148,54964.942901,0.262,0.2397,0.2154,0.164,0.4979
3557421,0.3937276,54953.706725,0.2075,0.1703,0.1401,0.1283,0.5002
11247386,0.3943253,54999.834111,0.2258,0.1499,0.1253,0.1375,0.5091
2717141,0.3945715,54953.756174,0.434,0.4225,0.1537,0.1173,0.4991
4909422,0.3951035,54953.788909,0.1019,0.0884,0.1216,0.1139,0.5013
2983113,0.3951601,55001.96964,0.1813,0.1641,0.1815,0.2109,0.5049
11805235,0.3951932,54964.735922,0.2014,0.1927,0.1236,0.1414,0.5019
9717924,0.3955876,55000.161105,0.3499,0.16,0.1998,0.1796,0.503
3732732,0.3961872,54953.918666,0.208,0.2,0.1927,0.2157,0.5047
9654476,0.3963239,54964.624783,0.323,0.2046,0.1444,0.1511,0.505
10389809,0.3973971,54964.670612,0.2662,0.2553,0.12,0.1166,0.5023
5966237,0.3975826,55000.083643,0.0393,0.0325,0.2567,0.2358,0.5043
5737474,0.3979422,55000.019889,0.0127,0.0081,0.1455,0.1291,0.5027
8183850,0.3983589,54953.664427,0.0659,0.0638,0.2565,0.225,0.5024
7744173,0.3985279,54964.747571,0.1644,0.1498,0.2144,0.1904,0.5083
10528299,0.3998018,54964.631681,0.3677,0.3472,0.1943,0.181,0.502
8703528,0.3998748,54953.967981,0.4735,0.4606,0.1436,0.1315,0.5013
6964796,0.3999658,54964.683664,0.0901,0.0839,0.2498,0.2365,0.5057
11198068,0.4001746,54964.964485,0.4349,0.3212,0.1698,0.1385,0.4972
7348206,0.4012047,54964.899837,0.1445,0.142,0.1893,0.1677,0.5056
5783676,0.4014453,54964.498776,0.0834,0.082,0.2656,0.2358,0.5052
9030509,0.4017846,54964.962189,0.283,0.2541,0.1953,0.145,0.5036
11403776,0.4018056,55000.042671,0.1838,0.1605,0.1573,0.1496,0.5012
7173910,0.4022438,54964.706068,0.2276,0.1988,0.1633,0.1529,0.508
9051723,0.4034483,54964.699116,0.0201,0.018,0.1328,0.0833,0.5004
7975824,0.4037503,55000.053919,0.0045,0.0027,0.0609,0.1086,0.5471
11190836,0.4040162,54964.663182,0.093,0.0861,0.2046,0.2383,0.5046
8715667,0.4057079,54964.914772,0.2058,0.1922,0.1535,0.1565,0.5066
6359771,0.4060683,54964.976479,0.0178,0.0143,0.2572,0.2377,0.5156
5389616,0.4068838,54964.772606,0.0693,0.0716,0.2593,0.2244,0.5011
7217866,0.4071573,54964.726511,0.1642,0.1526,0.2146,0.1944,0.509
4547067,0.407575,55000.054553,0.0439,0.0335,0.2368,0.2759,0.5046
7432479,0.4084587,55000.077595,0.5907,0.4617,0.1128,0.1268,0.4995
6344429,0.4084591,54999.948235,0.3105,0.2191,0.1965,0.1956,0.5009
8690104,0.4087744,54964.833394,0.3845,0.3715,0.1204,0.1191,0.503
7709086,0.4094746,54964.840111,0.3296,0.3161,0.1572,0.1299,0.4998
3969362,0.4105683,54964.964675,0.125,0.0759,0.1876,0.1964,0.5078
10154189,0.4112387,54964.71319,0.2233,0.2269,0.1699,0.1582,0.5029
3848042,0.4114527,54964.75831,0.0642,0.0631,0.2541,0.2323,0.5022
6880727,0.4127365,54965.032712,0.0246,0.0216,0.2559,0.2378,0.4997
11652545,0.4127947,54953.798155,0.1002,0.0357,0.175,0.3283,0.502
5980800,0.4141629,55002.0335,0.0088,0.0035,0.1208,0.1324,0.4448
8982514,0.4144913,54953.928468,0.2753,0.2692,0.1544,0.1456,0.5042
8982501,0.4144914,55000.141012,0.0314,0.0321,0.1564,0.1504,0.501
6024572,0.4149096,54964.652469,0.2154,0.2099,0.1588,0.1678,0.5032
9703626,0.4151477,54999.928395,0.3309,0.3355,0.1528,0.1371,0.499
11402381,0.4173647,54953.884042,0.2325,0.2315,0.1666,0.1603,0.5041
9722737,0.418528,54964.973968,0.1429,0.131,0.1258,0.1383,0.5008
9995660,0.41859,54964.926832,0.3807,0.4076,0.1564,0.1098,0.4997
10916675,0.4188679,54953.700252,0.1621,0.1505,0.1599,0.1799,0.5029
2556127,0.4188713,54953.710274,0.0085,0.0058,0.1222,0.1214,0.4994
7905209,0.4195543,55115.237996,0.1353,0.1318,0.2166,0.2356,0.5023
5374883,0.4197169,54964.75622,0.1998,0.1837,0.163,0.1826,0.5032
9071373,0.421769,54953.991362,0.166,0.0827,0.2575,0.2344,0.5136
5005570,0.4228439,54964.987536,0.0175,0.0109,0.2569,0.2363,0.4994
3232823,0.4239069,54964.862867,0.0283,0.0253,0.2541,0.238,0.5043
7512381,0.4239248,54953.969873,0.4191,0.3974,0.1298,0.1061,0.5003
5450322,0.4240191,54965.004225,0.0528,0.0455,0.2583,0.2347,0.4985
10468514,0.4249383,54965.027147,0.0068,0.0026,0.1117,0.0872,0.5111
9897710,0.4255367,54964.677069,0.0223,0.0133,0.1343,0.2934,0.503
9268105,0.4256937,54964.797205,0.2151,0.2117,0.1096,0.1062,0.4992
6853229,0.4261115,55002.043939,0.1217,0.12,0.2167,0.2498,0.498
9021397,0.4262114,54964.808064,0.0233,0.0199,0.114,0.053,0.5099
12218858,0.4266579,54953.762364,0.1693,-1,0.1245,-1,1
10253421,0.4283539,54953.634411,0.2156,0.149,0.131,0.1298,0.5001
11410485,0.4287929,54964.854909,0.0575,0.0222,0.2566,0.2295,0.5189
4937217,0.4293417,54964.627168,0.2806,0.2574,0.1342,0.1634,0.502
10267044,0.4300365,54964.860903,0.3289,0.2972,0.1844,0.1303,0.5012
3765708,0.4314189,55002.136735,0.1318,0.1263,0.2138,0.2546,0.5037
3833859,0.4317433,54954.084827,0.0879,0.0887,0.2328,0.2462,0.5009
5951553,0.4319709,54965.011318,0.0785,0.0719,0.2703,0.2326,0.5084
5394544,0.4319744,54953.663406,0.0051,0.003,0.1099,0.1141,0.5001
10797126,0.4324399,54964.624163,0.1569,0.0911,0.1556,0.2044,0.5275
8823666,0.4324514,54953.890383,0.2707,0.2734,0.1345,0.1298,0.5019
10794878,0.4327707,54954.033942,0.0656,0.0438,0.2472,0.2548,0.5064
8192840,0.4335491,54965.014895,0.0586,0.0534,0.264,0.2331,0.5023
4464999,0.4341644,54953.822183,0.278,0.2659,0.1213,0.1266,0.5019
8564672,0.4347912,55063.217627,0.0005,-1,0.0789,-1,1
9838047,0.4361613,54953.71149,0.1651,0.1483,0.1647,0.1597,0.5132
2858322,0.4363999,54964.659801,0.1265,0.0731,0.1628,0.1111,0.51
2453212,0.436716,55002.014475,0.0623,0.0598,0.2562,0.2307,0.5024
10877703,0.4369367,54964.737179,0.3158,0.3012,0.1285,0.1319,0.5036
8496820,0.4369669,54953.98272,0.3423,0.3095,0.2052,0.1331,0.5018
10618253,0.4374028,54964.985569,0.2894,0.2551,0.137,0.1531,0.5027
11284227,0.4375709,55002.112905,0.0213,0.0227,0.2313,0.2647,0.4951
5369419,0.4376804,54954.046978,0.019,0.0127,0.2603,0.235,0.5024
5259926,0.4378098,54964.912755,0.0222,0.0177,0.2527,0.2383,0.5029
5809868,0.4393902,54964.797027,0.2763,0.22,0.2058,0.1921,0.5004
3119295,0.4396981,55000.054095,0.3456,0.2798,0.1267,0.1238,0.4989
6766325,0.4399657,54964.712111,0.1119,0.1159,0.1926,0.1947,0.5017
5310387,0.4416691,54953.664664,0.1891,0.1855,0.2227,0.2436,0.5028
5022573,0.4417245,54953.97265,0.106,0.1043,0.2559,0.2312,0.5004
10481912,0.4423682,54953.718259,0.1165,0.1111,0.2235,0.2645,0.503
9843451,0.4427528,55002.193332,0.1714,0.1557,0.1874,0.2263,0.5035
10753751,0.4429618,55110.147912,0.0159,0.0133,0.2561,0.2478,0.5139
10389982,0.4439893,54964.6715,0.3231,0.1814,0.1136,0.1342,0.5039
6446219,0.4448055,54964.952724,0.1083,0.1,0.2273,0.2557,0.5056
11924311,0.4451163,54964.755924,0.3065,0.221,0.1819,0.1901,0.5065
10485069,0.4452718,55066.494148,0.0001,-1,0.1966,-1,1
10485137,0.4452748,54954.05837,0.3585,0.2689,0.1233,0.1316,0.4999
9786798,0.4454678,54964.915162,0.4864,0.4666,0.1472,0.1333,0.5003
9087918,0.4456069,54964.861915,0.3853,0.3766,0.1547,0.1661,0.5
11230837,0.4460787,54965.04448,0.0886,0.066,0.1248,0.1239,0.4999
6067735,0.4461815,54953.695499,0.1506,0.1392,0.1623,0.1701,0.5034
10809970,0.4470546,54953.657455,0.1122,0.1108,0.212,0.2489,0.5029
6390205,0.4494018,54964.657643,0.0564,0.0351,0.1253,0.3237,0.4976
8222945,0.4511233,54964.704201,0.1145,0.1159,0.245,0.2328,0.509
6442207,0.4537538,54999.801059,-0.2432,-1,0.36,-1,1
4946584,0.4539717,55063.182705,0.0014,-1,0.1394,-1,1
11612091,0.4542688,54953.780303,0.0951,0.0938,0.224,0.2672,0.5036
6370361,0.4549104,54953.659559,0.1514,0.1437,0.149,0.1626,0.5026
9414905,0.4565263,54964.709629,0.045,0.0378,0.2491,0.2521,0.5044
9591358,0.4566951,55000.200001,0.3286,0.2914,0.163,0.1249,0.5005
5041843,0.4572343,54999.871556,0.1346,0.0601,0.1759,0.1123,0.4992
8804824,0.4574038,54964.699845,0.209,0.166,0.2026,0.1582,0.5052
7610486,0.4576793,54964.753541,0.2724,0.2347,0.1428,0.1245,0.5076
5374999,0.4578798,54965.263115,0.4053,0.195,0.1736,0.1381,0.5019
9832227,0.4579485,54953.951368,0.1619,0.1627,0.1887,0.2133,0.4973
8872737,0.4590988,54964.789667,0.1309,0.1413,0.229,0.2364,0.5106
5785586,0.4596214,54964.816145,0.0459,0.0137,0.1214,0.0932,0.4933
3837677,0.4619841,54964.806673,0.1635,0.1552,0.2049,0.2267,0.5058
10919564,0.4621374,54861.987523,0.002,0.0029,0.0819,0.0844,0.5012
12553806,0.4631237,55000.039888,0.4795,0.2006,0.1481,0.1443,0.5002
5535061,0.4634302,54954.051273,0.5123,0.4843,0.1118,0.1182,0.5021
5199489,0.4648159,55002.248139,0.2129,0.1987,0.1586,0.1509,0.506
7383021,0.4660608,55000.2699,0.0162,-1,0.1282,-1,1
7518816,0.46658,54953.691277,0.3104,0.1404,0.1697,0.1055,0.5007
11920266,0.4674102,54954.120756,0.0298,0.0241,0.2599,0.2615,0.519
8428136,0.4681444,55000.010912,0.203,0.1897,0.1512,0.1741,0.5024
10596883,0.468911,55002.017644,0.1879,0.1651,0.1775,0.1914,0.5007
10141087,0.469797,55000.075749,0.1966,0.1315,0.1861,0.1533,0.5072
2854752,0.4704329,54964.893006,0.181,0.1138,0.1619,0.1766,0.5094
6671698,0.4715248,54954.077303,0.5446,0.5274,0.1183,0.133,0.4993
12059158,0.4718237,54953.845032,0.0557,0.0404,0.2639,0.2221,0.5066
10861842,0.4719432,54964.817808,0.3463,0.2099,0.2016,0.1857,0.5055
9536053,0.4721663,54965.040053,0.071,0.068,0.257,0.2349,0.5007
3221207,0.4738303,54953.960358,0.3646,0.3326,0.1381,0.1582,0.5013
7657914,0.4745462,54953.980579,0.4059,0.2088,0.1518,0.166,0.5041
7590728,0.4767224,54999.945566,0.3066,0.1343,0.1585,0.2115,0.5045
8736072,0.4776316,54999.909231,0.0257,0.0161,0.2784,0.239,0.5069
6462057,0.478716,54954.018541,0.0556,0.0461,0.2625,0.2279,0.5017
9091810,0.4797214,54953.601177,0.4817,0.4165,0.158,0.1554,0.4996
8087649,0.47992,55000.205382,0.1439,0.0954,0.165,0.1518,0.5065
9002076,0.481405,54953.989731,0.007,0.004,0.2614,0.2439,0.496
5478466,0.4825013,54964.857262,0.1009,0.097,0.2307,0.2561,0.5037
4466691,0.4826514,54999.998987,0.1433,0.094,0.1523,0.1741,0.5093
5440746,0.4826538,54964.94461,0.0548,0.0352,0.2455,0.2794,0.5066
6057829,0.4834268,54954.079203,0.108,0.0687,0.1281,0.1398,0.4866
4843592,0.4835365,54862.093711,0.0011,-1,0.0999,-1,1
8360184,0.484545,54964.847229,0.0041,0.0029,0.1474,0.2542,0.507
10796477,0.484966,54964.678886,0.3738,0.2742,0.1427,0.1209,0.5005
7601767,0.4867339,55000.024406,0.2148,0.1957,0.1428,0.1238,0.5011
6836140,0.487721,54964.661378,0.2258,0.1688,0.1373,0.0792,0.4972
10357852,0.488341,54954.071041,0.0106,0.0071,0.246,0.2436,0.5152
9592145,0.4888674,54965.015451,0.2377,0.0863,0.18,0.1848,0.5028
7516345,0.4918701,54964.910393,0.2779,0.1678,0.1283,0.1354,0.5091
3953981,0.4920172,54953.822532,0.0831,0.0634,0.1173,0.1195,0.5004
9957351,0.4955521,55000.078186,0.2924,0.1099,0.1386,0.1169,0.5028
5282464,0.4963991,54964.707882,0.3792,0.2012,0.144,0.1887,0.5116
11395645,0.4969091,55000.011362,0.3616,0.2245,0.1793,0.1538,0.5044
4947528,0.4969885,54964.674045,0.176,0.1232,0.1428,0.1869,0.5039
12055014,0.4999046,54965.041323,0.2852,0.2505,0.2222,0.1394,0.5012
9702641,0.5031783,54964.962564,0.1799,0.1641,0.191,0.2121,0.5027
2972514,0.5034853,54999.881938,0.4708,0.4118,0.1315,0.1441,0.5025
10619506,0.5035552,54964.989601,0.0221,0.0193,0.2421,0.2515,0.5128
5376552,0.5038186,54954.083822,0.309,0.3012,0.1375,0.1508,0.503
9027841,0.5040004,55001.924897,0.0009,-1,0.0664,-1,1
4069063,0.5042961,54964.906342,0.006,0.0041,0.0985,0.1002,0.5006
9813678,0.5050786,55000.286959,0.0268,0.0204,0.0982,0.0952,0.5008
9642018,0.505111,54964.767254,0.0002,-1,0.0803,-1,1
10920314,0.5051686,54953.58661,0.2732,0.1047,0.1907,0.1943,0.501
5128972,0.5053236,54965.046701,0.1209,0.0764,0.1041,0.185,0.5045
9639265,0.5063531,54964.80821,0.1944,0.2077,0.1219,0.12,0.4994
5201619,0.507276,54964.774736,0.3927,0.2763,0.1348,0.1142,0.5013
5088735,0.5075008,55003.059771,0.0033,-1,0.0975,-1,1
5461570,0.5076606,55000.155857,0.0403,0.0381,0.2909,0.2288,0.503
11495781,0.5079343,54954.041627,0.179,0.1739,0.2297,0.1738,0.5015
6353203,0.5085044,54954.104166,0.0227,0.0185,0.1105,0.1139,0.4987
4349483,0.5091406,54964.907025,0.1028,0.0595,0.0943,0.0681,0.4778
9075704,0.5131523,54999.890308,0.1419,0.0668,0.1738,0.1851,0.502
3448245,0.51349,54953.953327,0.3307,0.1693,0.1644,0.1806,0.5023
8257903,0.515065,54965.057663,0.464,0.4351,0.1115,0.1136,0.4999
8263940,0.5154949,54965.133991,0.0439,0.0359,0.2777,0.2202,0.504
11774383,0.5202271,55000.20939,0.0138,-1,0.1134,-1,1
6677225,0.5250272,54964.733473,0.2678,0.251,0.2021,0.1689,0.5049
9237149,0.5263441,54964.960485,0.0201,0.007,0.172,0.1136,0.5034
11560447,0.527679,54953.730314,0.2603,-1,0.1382,-1,1
6791604,0.5288055,54964.682474,0.4221,0.186,0.1545,0.2512,0.512
11154110,0.5296642,54965.026876,0.2917,0.1702,0.1085,0.1641,0.5068
4458989,0.5298544,54954.158637,0.1369,0.0691,0.2431,0.2585,0.5108
6153219,0.5303,55000.260143,0.1409,0.0557,0.1554,0.148,0.5018
12109575,0.5316547,54953.617625,0.0965,0.0709,0.0949,0.0922,0.5019
6044543,0.532086,54964.913241,0.32,0.1569,0.1752,0.1674,0.5029
11825057,0.5320878,55000.087758,0.4684,0.0993,0.1694,0.1575,0.5001
11180361,0.5330609,54964.777867,0.0016,-1,0.1139,-1,1
10586874,0.5354866,54964.747881,0.4262,0.401,0.1312,0.122,0.4999
5358200,0.5359481,54999.757109,0.4341,0.421,0.1172,0.1333,0.5026
6224853,0.5360475,55000.078797,0.0525,0.0479,0.2372,0.2749,0.5052
8074045,0.5363932,54964.970275,0.3029,0.0914,0.1758,0.1698,0.5003
9541127,0.5366512,54953.97494,0.3721,0.1579,0.1645,0.2372,0.5039
7373555,0.5366747,54964.766804,0.0847,0.0807,0.2686,0.2118,0.5039
6042031,0.5371037,54964.565621,0.0001,-1,0.1236,-1,1
7668283,0.5374826,55000.0151,0.039,0.0356,0.3335,0.2453,0.4956
9776718,0.544351,54999.939128,0.333,0.3063,0.2001,0.2038,0.4995
12267718,0.5450506,54953.999853,0.2805,0.2648,0.1781,0.1959,0.5037
11038312,0.5455657,55000,0.0001,-1,0.2528,-1,1
2558370,0.5462481,55000.092666,0.1178,-1,0.1324,-1,1
5390351,0.5474536,54999.935725,0.2005,0.1319,0.1728,0.1185,0.5026
8814635,0.5504155,55000.062818,0.2539,0.2331,0.1515,0.1569,0.5029
8397675,0.5532589,54953.720983,0.0011,-1,0.068,-1,1
7506164,0.5580129,54964.902669,0.0648,0.0447,0.2636,0.228,0.5009
9307423,0.5586161,55001.997191,0.4965,0.471,0.11,0.1364,0.5011
10292413,0.5591588,54954.202209,0.1119,0.1064,0.2215,0.2443,0.503
6213131,0.5614165,55002.076566,0.2113,0.0906,0.1525,0.1048,0.5008
11153627,0.5616973,54965.037034,0.127,0.0879,0.2495,0.2443,0.4936
8285970,0.5624879,54964.764619,0.0008,-1,0.067,-1,1
4660997,0.5625604,54954.051654,0.5083,0.2527,0.149,0.153,0.4997
8145477,0.5657843,54965.076195,0.2086,0.1714,0.201,0.161,0.5049
7749504,0.5662444,55007.851201,0.0027,0.0027,0.2498,0.2478,0.5028
9030447,0.5666978,55066.558072,0.0001,-1,0.135,-1,1
7886329,0.5674939,54953.641411,0.0077,0.0034,0.0904,0.095,0.5009
5956776,0.569115,55000.303505,0.3392,0.0864,0.1582,0.1409,0.5011
7431703,0.5725258,54953.887641,0.2794,0.0934,0.1991,0.1237,0.5026
7816201,0.574957,54954.116438,0.1551,0.1444,0.2342,0.1972,0.4998
8112324,0.5759253,54964.921809,0.1556,-1,0.1154,-1,1
8616873,0.5760788,54964.802731,0.0098,-1,0.1037,-1,1
4547308,0.5769285,54953.624244,0.0883,0.0726,0.2331,0.2644,0.5412
12157987,0.5778444,54953.900074,0.2057,0.0931,0.1655,0.1654,0.5018
7037319,0.5781095,54965.123496,0.0936,0.0612,0.2083,0.2601,0.5205
8311255,0.5791159,54964.763804,0.3346,0.1543,0.1582,0.2326,0.502
7938870,0.5807261,54953.693993,0.3549,0.0791,0.1884,0.1462,0.5015
8587078,0.5841474,55000.262147,0.0721,0.0509,0.259,0.231,0.5026
5567438,0.5845398,54964.989528,0.049,0.045,0.2344,0.2739,0.4996
1868650,0.5847312,54953.769678,0.0442,0.044,0.2816,0.281,0.5028
9644680,0.5859408,54964.702637,0.2801,0.1318,0.1711,0.1741,0.5033
11084782,0.586535,54953.865163,0.0521,0.044,0.2353,0.2657,0.5078
8507080,0.5885934,54999.835584,0.1849,0.1442,0.1536,0.1785,0.4994
9142964,0.5892528,54953.880266,0.0995,0.0504,0.0995,0.2024,0.5119
11404698,0.5901921,54964.788397,0.2211,0.1015,0.1063,0.0975,0.5038
5878081,0.5911339,54999.857562,0.2237,0.1135,0.0978,0.2942,0.5043
9084778,0.5922444,54964.649261,0.0037,-1,0.0913,-1,1
8248967,0.5925091,55000.00873,0.3292,0.3021,0.1286,0.175,0.5022
9356753,0.5926789,54953.947585,0.3277,0.2395,0.1937,0.1717,0.5001
3954227,0.594276,55002.265535,0.1815,-1,0.1155,-1,1
